catalogNumber,createdBy,placeName,flagNotes,State,noOfIdentifications,geoPrivacy,createdOn (UTC),createdOn (Portal time),associatedMedia,group_id,dateAccuracy,isLocked,locationLat,locationLon,locationScale,fromDate,toDate,rank,scientificName,commonName,kingdom,phylum,class,order,superfamily,family,genus,species,basisOfRecord,village name in english,village id,plot id,plant habit in english,plant habitat in english,Folklore: A story about this tree,Uses: This tree is used for,Institution Name,Isha Vidhya School,Height (m),Canopy Diameter (m),Trunk Circumference (cm),Any other comments,Did you observe ants on the plant?,Did you observe hemipterans on the plant?,Which part of the plant is infested with insects?,What proportion of the plant is infested?,Did you find any other insects besides ants and hemipterans?, Which of the following hemipteran species have you observed?,Which ant species did you observe?,Texture,Has stem?,Bottom surface,Besides this initiative, do you record crows during bird watching/citizen science?,How do you feel about the presence of crows in your area?,Weather conditions.,What behaviours did you observe?,Number of birds observed.,Understory,Canopy Cover,Plot No.,DBH,Trunk Area,GBH,Edibility status,Ecological Role,Growing on,previousIdentifications,previousVernacularNames,speciesPageId,higherClassificationId,reverseGeocodedName,state,tahsil,district,Sex,Life Stage (Complete Metamorphosis),Life Stage (Incomplete Metamorphosis),Phenology State,Habitat Type,Abundance,Life Stage,Activity,Microhabitat,Wild/Domestic,toDate,observedInMonth,lastRevised,noOfImages,datasetName,containsMedia,uploadProtocol,organismRemarks,tags,speciesGroup,datatableName,datatableAnnotations,basisOfData
1821056,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Hailey Road, Near Diwanchand Imaging Centre, K G Marg, New Delhi, Delhi 110001, India",,Delhi,1,FALSE,07-04-2019,07-04-2019,/92a264e3-e5af-488a-af6a-b1d9d8d10a9e/253.jpg,Mammals,ACCURATE,FALSE,28.62656975,77.22427368,ACCURATE,07-08-2016,07-08-2016,species,Rousettus leschenaultii (Desmarest 1820),Indian Fulvous Fruit Bat:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Rousettus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333757#Rousettus leschenaultii (Desmarest 1820) | ,333757#Indian Fulvous Fruit Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Rousettus#rank:genus#taxonID:20531 | name:Rousettus#rank:subgenus#taxonID:277317 | name:Rousettus leschenaultii (Desmarest 1820)#rank:species#taxonID:149978,"Hailey Road, Near Diwanchand Imaging Centre, K G Marg, New Delhi, Delhi 110001, India",DELHI,Parliament Street,New Delhi,,,,,,,,,,,2016-08-07T00:00:00.000Z,August,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821055,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Hemmadaga, Karnataka 591302, India",,Karnataka,1,FALSE,07-04-2019,07-04-2019,/0ac8de04-9078-418c-a7c8-502ad2ce9ea5/149.jpg,Mammals,ACCURATE,FALSE,15.55569935,74.31970215,APPROXIMATE,10-12-2015,10-12-2015,species,Pipistrellus coromandra (Gray 1838),Indian Pipistrelle:null,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,Pipistrellus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372747#Pipistrellus coromandra (Gray 1838) | ,372747#Indian Pipistrelle:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Vespertilionoidea#rank:superfamily#taxonID:276560 | name:Vespertilionidae#rank:family#taxonID:20255 | name:Pipistrellus#rank:genus#taxonID:20419 | name:Pipistrellus#rank:subgenus#taxonID:277316 | name:Pipistrellus coromandra (Gray 1838)#rank:species#taxonID:20439,"Hemmadaga, Karnataka 591302, India",KARNATAKA,Khanapur,Belagavi,,,,,,,,,,,2015-12-10T00:00:00.000Z,December,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821054,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Hunnigere, Karnataka 562162, India",,Karnataka,1,FALSE,07-04-2019,07-04-2019,/798d5a63-6248-4a73-b6f9-ea0634d2ef10/870.jpg,Mammals,ACCURATE,TRUE,13.03223705,77.3935318,ACCURATE,27-04-2014,27-04-2014,species,Hipposideros ater Templeton 1848,Dusky Leaf-nosed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Hipposideridae,Hipposideros,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268696#Hipposideros ater Templeton 1848 | ,268696#Dusky Leaf-nosed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Hipposideridae#rank:family#taxonID:20275 | name:Hipposideros#rank:genus#taxonID:20277 | name:Hipposideros ater Templeton 1848#rank:species#taxonID:20279,"Hunnigere, Karnataka 562162, India",KARNATAKA,Bangalore North,Bangalore,,,,,,,,,,,2014-04-27T00:00:00.000Z,April,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821053,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Salumi, Nagaland 798611, India",,Nagaland,1,FALSE,07-04-2019,07-04-2019,/86cc0990-3a7d-40b3-a879-1ebd81e9cbcc/988.jpg,Mammals,ACCURATE,TRUE,25.79395676,94.89395142,APPROXIMATE,10-10-2014,10-10-2014,species,Rhinolophus pusillus Temminck 1834,Least Horseshoe Bat:null,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinolophidae,Rhinolophus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268717#Rhinolophus pusillus Temminck 1834 | ,268717#Least Horseshoe Bat:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinolophidae#rank:family#taxonID:20485 | name:Rhinolophus#rank:genus#taxonID:20487 | name:Rhinolophus pusillus Temminck 1834#rank:species#taxonID:20503,"Salumi, Nagaland 798611, India",NAGALAND,Khongsa,Kiphire,,,,,,,,,,,2014-10-10T00:00:00.000Z,October,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821052,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Kamalashile, Karnataka, India",,Karnataka,1,FALSE,07-04-2019,07-04-2019,/82e469b9-c69c-477d-a62d-1e6a48023ba1/665.jpg,Mammals,ACCURATE,FALSE,13.72771931,74.90333557,APPROXIMATE,08-10-2016,08-10-2016,species,Rhinolophus rouxii Temminck 1835,Rufous Horseshoe Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinolophidae,Rhinolophus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268718#Rhinolophus rouxii Temminck 1835 | ,268718#Rufous Horseshoe Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinolophidae#rank:family#taxonID:20485 | name:Rhinolophus#rank:genus#taxonID:20487 | name:Rhinolophus rouxii Temminck 1835#rank:species#taxonID:20509,"Kamalashile, Karnataka, India",KARNATAKA,Kundapura,Udupi,,,,,,,,,,,2016-10-08T00:00:00.000Z,October,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821051,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Mimi, Nagaland 798611, India",,Nagaland,1,FALSE,07-04-2019,07-04-2019,/839d233c-5d1c-4a23-bb40-6ec16523cf10/103.jpg,Mammals,ACCURATE,FALSE,25.70999146,94.90589142,APPROXIMATE,05-10-2014,05-10-2014,species,Hipposideros armiger (Hodgson 1835),Great Himalayan Leaf-nosed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Hipposideridae,Hipposideros,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289487#Hipposideros armiger (Hodgson 1835) | ,289487#Great Himalayan Leaf-nosed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Hipposideridae#rank:family#taxonID:20275 | name:Hipposideros#rank:genus#taxonID:20277 | name:Hipposideros armiger (Hodgson 1835)#rank:species#taxonID:164571,"Mimi, Nagaland 798611, India",NAGALAND,Pungro,Kiphire,,,,,,,,,,,2014-10-05T00:00:00.000Z,October,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821050,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Mimi, Nagaland 798611, India",,Nagaland,1,FALSE,07-04-2019,07-04-2019,/2bb816c8-9a52-49b7-b6b7-1da9f8b1b626/753.jpg,Mammals,ACCURATE,TRUE,25.70999146,94.90589142,APPROXIMATE,05-10-2014,05-10-2014,species,Miniopterus schreibersii (Kuhl 1817),Schreibers' Long-fingered Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionoidea,Miniopteridae,Miniopterus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378885#Miniopterus schreibersii (Kuhl 1817) | ,378885#Schreibers' Long-fingered Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Vespertilionoidea#rank:superfamily#taxonID:276560 | name:Miniopteridae#rank:family#taxonID:276943 | name:Miniopterus#rank:genus#taxonID:20373 | name:Miniopterus schreibersii (Kuhl 1817)#rank:species#taxonID:20378,"Mimi, Nagaland 798611, India",NAGALAND,Pungro,Kiphire,,,,,,,,,,,2014-10-05T00:00:00.000Z,October,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821049,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Sankey Tank, Kodandarampura, Malleshwaram West, Bengaluru, Karnataka 560080",,Karnataka,1,FALSE,07-04-2019,07-04-2019,/2199c4c9-4bf2-41e5-b4ad-8166404605f2/947.jpg,Mammals,APPROXIMATE,FALSE,13.01271152,77.57167053,ACCURATE,20-03-2016,20-03-2016,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:null,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Sankey Tank, Kodandarampura, Malleshwaram West, Bengaluru, Karnataka 560080",KARNATAKA,Bangalore North,Bangalore,,,,,,,,,,,2016-03-20T00:00:00.000Z,March,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821048,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Thippagondanahalli Reservoir, Karnataka",,Karnataka,1,FALSE,07-04-2019,07-04-2019,/60807f2c-f1c5-4c73-97d2-1c7df604d43f/348.jpg,Mammals,ACCURATE,FALSE,12.96027184,77.32334137,ACCURATE,17-05-2017,17-05-2017,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Thippagondanahalli Reservoir, Karnataka",KARNATAKA,Magadi,Ramanagara,,,,,,,,,,,2017-05-17T00:00:00.000Z,May,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821047,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Khanapur, Karnataka, India",,Karnataka,1,FALSE,07-04-2019,07-04-2019,/de0df3af-3f51-4aed-97d2-e71f5a98635e/556.jpg,Mammals,ACCURATE,FALSE,15.63746071,74.505867,ACCURATE,20-04-2017,20-04-2017,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:null,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Khanapur, Karnataka, India",KARNATAKA,Khanapur,Belagavi,,,,,,,,,,,2017-04-20T00:00:00.000Z,April,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821046,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Khair Complex, Ibrahim Bagh, Hyderabad, Telangana 500008, India",,Telangana,1,FALSE,07-04-2019,07-04-2019,/6f164387-ff0d-47c0-a7a5-683d84be841c/121.jpg,Mammals,ACCURATE,FALSE,17.38021088,78.40155029,ACCURATE,05-03-2014,05-03-2014,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:null,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Khair Complex, Ibrahim Bagh, Hyderabad, Telangana 500008, India",TELANGANA,Golconda,Hyderabad,,,,,,,,,,,2014-03-05T00:00:00.000Z,March,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821045,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Khair Complex, Ibrahim Bagh, Hyderabad, Telangana 500008, India",,Telangana,1,FALSE,07-04-2019,07-04-2019,/24fd667b-f011-489b-b131-0e23ad048746/158.jpg,Mammals,ACCURATE,FALSE,17.38330841,78.40105438,ACCURATE,05-03-2014,05-03-2014,species,Rousettus leschenaultii (Desmarest 1820),Fulvus Fruit Bat:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Rousettus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333757#Rousettus leschenaultii (Desmarest 1820) | ,333757#Fulvus Fruit Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Rousettus#rank:genus#taxonID:20531 | name:Rousettus#rank:subgenus#taxonID:277317 | name:Rousettus leschenaultii (Desmarest 1820)#rank:species#taxonID:149978,"Khair Complex, Ibrahim Bagh, Hyderabad, Telangana 500008, India",TELANGANA,Golconda,Hyderabad,,,,,,,,,,,2014-03-05T00:00:00.000Z,March,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821044,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Golconda Fort, Hyderabad, Telangana, India",,Telangana,1,FALSE,07-04-2019,07-04-2019,/5b835e30-dd4f-46a0-874f-f678fbfd1592/502.jpg,Mammals,ACCURATE,TRUE,17.38536263,78.40412903,ACCURATE,05-03-2014,05-03-2014,species,Taphozous nudiventris Cretzschmar 1826,Naked-rumped Tomb Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Emballonuroidea,Emballonuridae,Taphozous,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812074#Taphozous nudiventris Cretzschmar 1826 | ,812074#Naked-rumped Tomb Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Emballonuroidea#rank:superfamily#taxonID:276562 | name:Emballonuridae#rank:family#taxonID:20585 | name:Taphozous#rank:genus#taxonID:20587 | name:Liponycteris#rank:subgenus#taxonID:277319 | name:Taphozous nudiventris Cretzschmar 1826#rank:species#taxonID:445382,"Golconda Fort, Hyderabad, Telangana, India",TELANGANA,Golconda,Hyderabad,,,,,,,,,,,2014-03-05T00:00:00.000Z,March,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821043,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Kanva, Karnataka, India",,Karnataka,1,FALSE,07-04-2019,07-04-2019,/e736adf4-c1c5-4616-b3ad-d8f9f6249a3b/531.jpg,Mammals,ACCURATE,FALSE,12.71034431,77.1835022,ACCURATE,23-06-2013,23-06-2013,species,Megaderma lyra E. Geoffroy 1810,Greater False Vampire Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Megadermatidae,Megaderma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376944#Megaderma lyra E. Geoffroy 1810 | ,376944#Greater False Vampire Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Megadermatidae#rank:family#taxonID:20349 | name:Megaderma#rank:genus#taxonID:20351 | name:Lyroderma#rank:subgenus#taxonID:277312 | name:Megaderma lyra E. Geoffroy 1810#rank:species#taxonID:20353,"Kanva, Karnataka, India",KARNATAKA,Channapatna,Ramanagara,,,,,,,,,,,2013-06-23T00:00:00.000Z,June,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821042,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Bidadi, Karnataka 562109, India",,Karnataka,2,FALSE,07-04-2019,07-04-2019,/48decf2e-b2f1-4439-ae4d-44fd5982f358/101.jpg,Mammals,ACCURATE,FALSE,12.79380608,77.37998962,ACCURATE,10-03-2013,10-03-2013,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:null,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Bidadi, Karnataka 562109, India",KARNATAKA,Ramanagara,Ramanagara,,,,,,,,,,,2013-03-10T00:00:00.000Z,March,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821041,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Srirangapatna, Karnataka, India",,Karnataka,1,FALSE,07-04-2019,07-04-2019,/6e9b3054-c75c-4478-adde-e88e82fa5989/95.jpg,Mammals,,FALSE,12.4198122,76.68367004,ACCURATE,24-03-2013,24-03-2013,species,Rhinolophus rouxii Temminck 1835,Rufous Horseshoe Bat:null,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinolophidae,Rhinolophus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268718#Rhinolophus rouxii Temminck 1835 | ,268718#Rufous Horseshoe Bat:null | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinolophidae#rank:family#taxonID:20485 | name:Rhinolophus#rank:genus#taxonID:20487 | name:Rhinolophus rouxii Temminck 1835#rank:species#taxonID:20509,"Srirangapatna, Karnataka, India",KARNATAKA,Shrirangapattana,Mandya,,,,,,,,,,,2013-03-24T00:00:00.000Z,March,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821040,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Shivagange, Shivaganga, Karnataka 562127",,Karnataka,1,FALSE,07-04-2019,07-04-2019,/8069960b-4f6b-4f59-bd70-f7af9b716d38/271.jpg,Mammals,ACCURATE,FALSE,13.14133739,77.21955109,ACCURATE,16-03-2014,16-03-2014,species,Rhinopoma hardwickii Gray 1831,Lesser Mouse-tailed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinopomatidae,Rhinopoma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268721#Rhinopoma hardwickii Gray 1831 | ,268721#Lesser Mouse-tailed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinopomatidae#rank:family#taxonID:20517 | name:Rhinopoma#rank:genus#taxonID:20519 | name:Rhinopoma hardwickii Gray 1831#rank:species#taxonID:20521,"Shivagange, Shivaganga, Karnataka 562127",KARNATAKA,Magadi,Ramanagara,,,,,,,,,,,2014-03-16T00:00:00.000Z,March,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821039,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Shivagange, Shivaganga, Karnataka 562127",,Karnataka,1,FALSE,07-04-2019,07-04-2019,/20a100ff-2f3b-465c-9c73-488b5e83a9f5/563.jpg,Mammals,ACCURATE,FALSE,13.1411705,77.22099304,ACCURATE,16-03-2014,16-03-2014,species,Rhinolophus beddomei K. Andersen 1905,Lesser Woolly Horseshoe Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinolophidae,Rhinolophus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268714#Rhinolophus beddomei K. Andersen 1905 | ,268714#Lesser Woolly Horseshoe Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinolophidae#rank:family#taxonID:20485 | name:Rhinolophus#rank:genus#taxonID:20487 | name:Rhinolophus beddomei K. Andersen 1905#rank:species#taxonID:20489,"Shivagange, Shivaganga, Karnataka 562127",KARNATAKA,Magadi,Ramanagara,,,,,,,,,,,2014-03-16T00:00:00.000Z,March,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
1821038,"Rajesh Puttaswamaiah, Bat Conservation India Trust","Channapatna, Karnataka 562160, India",,Karnataka,1,FALSE,07-04-2019,07-04-2019,/f8e79077-b6fd-4cb3-8d68-4e9be644d87c/581.jpg,Mammals,,FALSE,12.61244774,77.13513947,ACCURATE,16-06-2013,16-06-2013,species,Rhinopoma hardwickii Gray 1831,Lesser Mouse-tailed Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinopomatidae,Rhinopoma,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268721#Rhinopoma hardwickii Gray 1831 | ,268721#Lesser Mouse-tailed Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinopomatidae#rank:family#taxonID:20517 | name:Rhinopoma#rank:genus#taxonID:20519 | name:Rhinopoma hardwickii Gray 1831#rank:species#taxonID:20521,"Channapatna, Karnataka 562160, India",KARNATAKA,Channapatna,Ramanagara,,,,,,,,,,,2013-06-16T00:00:00.000Z,June,2019-04-11T15:44:26.200Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
